entry_date,exit_date,expiry,spot,ce_k,pe_k,wce_k,wpe_k,ce_entry_px,pe_entry_px,wce_entry_px,wpe_entry_px,ce_exit_px,pe_exit_px,wce_exit_px,wpe_exit_px,net_credit,exit_debit,pnl_unit,lot,lots,pnl_total,max_loss_per_unit,max_loss_total,margin_required_inr,margin_pct_of_capital,exit_reason,month,year
2024-09-18,2024-09-23,2024-09-24,24326.9,24800,23850,24950,23700,51.35,55.08,35.7,42.23,175.65,3.0,78.2,2.75,28.5,99.65,-71.15,40,5,-14230.8,121.5,24300.0,315234.4,157.6,SL,2024-09,2024
2024-10-15,2024-10-29,2024-10-29,23863.5,24350,23400,24500,23250,1008.42,780.52,87.72,87.57,7.8,0.0,0.0,0.0,1613.65,7.96,1605.7,65,5,521851.85,-1463.654,-475687.55000000005,470669.22,235.3,EXPIRY,2024-10,2024
2024-11-18,2024-11-26,2024-11-26,23257.7,23700,22800,23850,22650,1105.64,143.28,153.36,106.03,346.8,0.0,196.8,0.0,989.53,153.0,836.53,65,5,271870.95,-839.5260000000001,-272845.95,429524.55,214.8,EXPIRY,2024-11,2024
2024-12-16,2024-12-26,2024-12-31,24857.0,25350,24350,25500,24200,142.05,105.84,108.43,83.74,1.1,592.0,1.0,422.25,55.72,173.25,-117.52,65,5,-38195.3,94.27700000000002,30640.025000000005,486730.4,243.4,SL,2024-12,2024
2025-01-15,2025-01-28,2025-01-28,22680.1,23150,22250,23300,22100,154.94,127.5,120.26,99.45,0.0,0.0,0.0,0.0,62.73,0.0,62.73,65,5,20386.6,87.27200000000005,28363.400000000016,430264.9,215.1,EXPIRY,2025-01,2025
2025-02-17,2025-02-25,2025-02-25,23271.0,23750,22800,23900,22650,108.05,95.35,87.87,64.06,0.0,0.0,0.0,0.0,51.47,0.0,51.47,65,5,16727.75,98.53,32022.25,465000.58,232.5,EXPIRY,2025-02,2025
2025-03-17,2025-03-21,2025-03-25,23529.2,24000,23050,24150,22900,55.37,55.71,39.22,44.88,584.0,3.75,483.35,3.5,26.98,102.92,-75.93,65,5,-24678.55,123.016,39980.200000000004,492570.33,246.3,SL,2025-03,2025
2025-04-15,2025-04-24,2025-04-24,25280.7,25800,24800,25950,24650,77.03,112.99,37.74,91.9,505.65,0.0,355.65,0.0,60.38,153.0,-92.62,65,5,-30101.5,89.62,29126.5,516996.35,258.5,EXPIRY,2025-04,2025
2025-05-15,2025-05-29,2025-05-29,26482.8,27000,25950,27150,25800,129.31,135.73,98.74,112.0,0.0,0.0,0.0,0.0,54.31,0.0,54.31,65,5,17650.42,95.69100000000006,31099.57500000002,516609.6,258.3,EXPIRY,2025-05,2025
2025-06-16,2025-06-26,2025-06-26,26554.8,27100,26000,27250,25850,94.33,88.84,68.03,74.56,152.2,0.15,6.05,0.3,40.57,148.92,-108.35,65,5,-35215.05,109.434,35566.049999999996,540411.3,270.2,SL,2025-06,2025
2025-07-15,2025-07-31,2025-07-31,26929.0,27450,26400,27600,26250,103.98,76.1,75.68,53.19,0.0,0.0,0.0,0.0,51.2,0.0,51.2,65,5,16639.35,98.80200000000002,32110.650000000005,553157.47,276.6,EXPIRY,2025-07,2025
2025-08-18,2025-08-28,2025-08-28,26609.1,27150,26100,27300,25950,389.75,46.21,35.19,32.18,0.0,459.7,0.0,309.7,368.58,153.0,215.58,65,5,70064.15,-218.582,-71039.15,566516.93,283.3,EXPIRY,2025-08,2025
2025-09-16,2025-09-30,2025-09-30,26495.3,27050,25950,27200,25800,158.07,44.88,29.99,33.71,0.0,0.0,0.0,0.0,139.26,0.0,139.26,65,5,45259.18,10.740999999999985,3490.8249999999953,564947.82,282.5,EXPIRY,2025-09,2025
2025-10-15,2025-10-28,2025-10-28,27071.8,27600,26550,27750,26400,747.94,66.74,34.22,51.41,0.0,0.0,0.0,0.0,729.04,0.0,729.04,65,5,236939.62,-579.045,-188189.625,570528.07,285.3,EXPIRY,2025-10,2025
2025-11-17,2025-11-25,2025-11-25,27646.2,28200,27100,28350,26950,45.28,51.89,25.3,38.96,0.0,0.0,0.0,0.0,32.91,0.0,32.91,65,5,10694.77,117.093,38055.225,590180.5,295.1,EXPIRY,2025-11,2025
2025-12-15,2025-12-30,2025-12-30,27603.2,28150,27050,28300,26900,73.75,118.24,48.86,35.5,0.0,0.0,0.0,0.0,107.63,0.0,107.63,65,5,34979.1,42.37199999999996,13770.899999999987,582544.95,291.3,EXPIRY,2025-12,2025
2026-01-16,2026-01-27,2026-01-27,27523.2,28050,26950,28200,26800,54.44,39.4,35.75,30.19,0.0,0.0,0.0,0.0,27.89,0.0,27.89,60,5,8367.6,122.108,36632.399999999994,541217.1,270.6,EXPIRY,2026-01,2026
2026-02-16,2026-02-24,2026-02-24,28306.2,28850,27750,29000,27600,50.57,77.03,36.67,61.97,0.0,0.0,0.0,0.0,28.96,0.0,28.96,60,5,8688.6,121.03800000000003,36311.40000000001,547729.8,273.9,EXPIRY,2026-02,2026
2026-04-16,2026-04-28,2026-04-28,26343.5,26850,25800,27000,25650,203.99,190.81,158.2,189.16,0.0,0.0,0.0,0.0,47.43,0.0,47.43,60,5,14229.6,102.56799999999998,30770.399999999994,432821.7,216.4,EXPIRY,2026-04,2026
2026-05-15,2026-05-26,2026-05-26,25343.8,25850,24850,26000,24700,201.19,193.35,161.11,158.2,0.0,0.0,0.0,0.0,75.24,0.0,75.24,60,5,22571.1,74.76299999999998,22428.899999999994,421346.7,210.7,EXPIRY,2026-05,2026
