entry_date,exit_date,expiry,spot,ce_k,pe_k,wce_k,wpe_k,ce_entry_px,pe_entry_px,wce_entry_px,wpe_entry_px,ce_exit_px,pe_exit_px,wce_exit_px,wpe_exit_px,net_credit,exit_debit,pnl_unit,lot,lots,pnl_total,max_loss_per_unit,max_loss_total,margin_required_inr,margin_pct_of_capital,exit_reason,month,year,running_pnl,equity,peak,drawdown_pct
2024-05-27,2024-05-28,2024-05-28,21965.6,22600,21300,22900,21000,1.82,1.92,0.76,1.03,0.0,0.0,0.0,0.0,1.96,0.0,1.96,40,1,78.4,298.038,11921.52,59632.4,29.8,EXPIRY,2024-05,2024,1284.0000000000002,201284.0,201334.8,-0.025231604273075674
2024-06-24,2024-06-25,2024-06-25,23071.2,23750,22400,24050,22100,0.72,2.64,0.54,1.46,0.0,0.0,0.0,0.0,1.36,0.0,1.36,40,1,54.400000000000006,298.638,11945.519999999999,62684.0,31.3,EXPIRY,2024-06,2024,1338.4000000000003,201338.4,201338.4,0.0
2024-07-29,2024-07-30,2024-07-30,23315.3,24000,22600,24300,22300,1.1,1.3,0.65,0.76,0.0,0.0,0.0,0.0,1.0,0.0,1.0,40,1,40.0,299.004,11960.16,63319.6,31.7,EXPIRY,2024-07,2024,1378.4000000000003,201378.4,201378.4,0.0
2024-09-23,2024-09-24,2024-09-24,24953.1,25700,24200,26000,23900,1.01,4.37,0.86,3.35,0.0,0.0,0.0,0.0,1.16,0.0,1.16,40,1,46.4,298.836,11953.44,67695.6,33.8,EXPIRY,2024-09,2024,1424.8000000000004,201424.8,201424.8,0.0
2024-10-28,2024-10-29,2024-10-29,23861.8,24600,23150,24900,22850,0.77,1.06,0.59,0.81,0.0,0.0,0.0,0.0,0.42,0.0,0.42,65,1,27.3,299.58,19472.7,105436.5,52.7,EXPIRY,2024-10,2024,1452.1000000000004,201452.1,201452.1,0.0
2024-11-25,2024-11-26,2024-11-26,24058.7,24800,23350,25100,23050,1.2,4.08,0.7,2.16,0.0,0.0,0.0,0.0,2.42,0.0,2.42,65,1,157.29999999999998,297.582,19342.829999999998,106225.6,53.1,EXPIRY,2024-11,2024,1609.4000000000003,201609.4,201609.4,0.0
2024-12-02,2024-12-31,2024-12-31,24072.7,24800,23350,25100,23050,159.94,136.22,105.79,105.46,0.0,0.0,0.0,0.0,84.91,0.0,84.91,65,1,5519.15,215.08800000000008,13980.720000000005,92680.25,46.3,EXPIRY,2024-12,2024,7128.55,207128.55,207128.55,0.0
2025-01-06,2025-01-28,2025-01-28,23317.8,24000,22600,24300,22300,196.85,137.23,141.05,97.85,0.0,0.0,0.0,0.0,95.18,0.0,95.18,65,1,6186.700000000001,204.81600000000003,13313.040000000003,87457.5,43.7,EXPIRY,2025-01,2025,13315.25,213315.25,213315.25,0.0
2025-02-10,2025-02-25,2025-02-25,23400.3,24100,22700,24400,22400,109.97,82.99,64.15,52.76,0.0,0.0,0.0,0.0,76.05,0.0,76.05,65,1,4943.25,223.95000000000002,14556.750000000002,95828.85,47.9,EXPIRY,2025-02,2025,18258.5,218258.5,218258.5,0.0
2025-03-03,2025-03-20,2025-03-25,22953.0,23650,22250,23950,21950,122.06,105.12,72.74,74.63,658.3,2.65,394.8,2.5,79.82,279.47,-199.65,65,1,-12977.25,220.182,14311.83,91859.95,45.9,SL,2025-03,2025,5281.25,205281.25,218258.5,-5.945816543227411
2025-05-12,2025-05-29,2025-05-29,26497.6,27300,25700,27600,25400,116.64,121.63,82.08,95.42,0.0,0.0,0.0,0.0,60.77,0.0,60.77,65,1,3950.05,239.22600000000003,15549.690000000002,105592.5,52.8,EXPIRY,2025-05,2025,9231.3,209231.3,218258.5,-4.136013030420355
2025-06-09,2025-06-26,2025-06-26,26992.8,27800,26200,28100,25900,108.29,100.8,69.39,73.44,0.0,0.0,0.0,0.0,66.26,0.0,66.26,65,1,4306.900000000001,233.742,15193.23,110056.05,55.0,EXPIRY,2025-06,2025,13538.2,213538.2,218258.5,-2.1627107306244606
2025-07-28,2025-07-31,2025-07-31,26615.2,27400,25800,27700,25500,9.17,5.42,5.56,3.73,0.0,0.0,0.0,0.0,5.3,0.0,5.3,65,1,344.5,294.696,19155.24,116968.15,58.5,EXPIRY,2025-07,2025,13882.7,213882.7,218258.5,-2.0048703716006426
2025-08-25,2025-08-28,2025-08-28,26306.9,27100,25500,27400,25200,2.93,3.31,1.89,2.27,0.0,0.0,0.0,0.0,2.08,0.0,2.08,65,1,135.20000000000002,297.918,19364.670000000002,115975.6,58.0,EXPIRY,2025-08,2025,14017.900000000001,214017.9,218258.5,-1.9429254759837558
2025-09-15,2025-09-30,2025-09-30,26393.0,27200,25600,27500,25300,25.44,27.02,12.64,19.71,0.0,0.0,0.0,0.0,20.12,0.0,20.12,65,1,1307.8,279.882,18192.33,114585.25,57.3,EXPIRY,2025-09,2025,15325.7,215325.7,218258.5,-1.3437277356895554
2025-12-29,2025-12-30,2025-12-30,27363.5,28200,26550,28500,26250,1.68,1.39,1.35,1.46,0.0,0.0,0.0,0.0,0.26,0.0,0.26,65,1,16.900000000000002,299.736,19482.84,120814.85,60.4,EXPIRY,2025-12,2025,15342.6,215342.6,218258.5,-1.3359846237374462
2026-02-23,2026-02-24,2026-02-24,28455.0,29300,27600,29600,27300,4.61,9.55,3.02,7.13,0.0,0.0,0.0,0.0,4.01,0.0,4.01,60,1,240.6,295.992,17759.52,115467.0,57.7,EXPIRY,2026-02,2026,15583.2,215583.2,218258.5,-1.2257483671884433
2026-04-27,2026-04-28,2026-04-28,26164.7,26950,25400,27250,25100,4.56,5.09,1.78,2.86,0.0,0.0,0.0,0.0,5.0,0.0,5.0,60,1,300.0,294.996,17699.76,106515.6,53.3,EXPIRY,2026-04,2026,15883.2,215883.2,218258.5,-1.0882966757308368
